DATE_FROM,DATE_TO,PRODUCT_TYPE,TENDER_NUMBER,PRODUCTNAME,CROSSBORDER_SETTLEMENTCAPACITY_PRICE_[EUR/MW],AUSTRIA_DEMAND_[MW],AUSTRIA_SETTLEMENTCAPACITY_PRICE_[EUR/MW],AUSTRIA_DEFICIT(-)_SURPLUS(+)_[MW],BELGIUM_DEMAND_[MW],BELGIUM_SETTLEMENTCAPACITY_PRICE_[EUR/MW],BELGIUM_DEFICIT(-)_SURPLUS(+)_[MW],DENMARK_DEMAND_[MW],DENMARK_SETTLEMENTCAPACITY_PRICE_[EUR/MW],DENMARK_DEFICIT(-)_SURPLUS(+)_[MW],FRANCE_DEMAND_[MW],FRANCE_SETTLEMENTCAPACITY_PRICE_[EUR/MW],FRANCE_DEFICIT(-)_SURPLUS(+)_[MW],GERMANY_DEMAND_[MW],GERMANY_SETTLEMENTCAPACITY_PRICE_[EUR/MW],GERMANY_DEFICIT(-)_SURPLUS(+)_[MW],NETHERLANDS_DEMAND_[MW],NETHERLANDS_SETTLEMENTCAPACITY_PRICE_[EUR/MW],NETHERLANDS_DEFICIT(-)_SURPLUS(+)_[MW],SLOVENIA_DEMAND_[MW],SLOVENIA_SETTLEMENTCAPACITY_PRICE_[EUR/MW],SLOVENIA_DEFICIT(-)_SURPLUS(+)_[MW],SWITZERLAND_DEMAND_[MW],SWITZERLAND_SETTLEMENTCAPACITY_PRICE_[EUR/MW],SWITZERLAND_DEFICIT(-)_SURPLUS(+)_[MW]
13/07/2022,13/07/2022,FCR,1,NEGPOS_00_04,"134,35",73,"134,35",31,86,"134,35",-59,22,"1612,6",-15,489,"134,35",-9,555,"134,35",98,116,"134,35",-56,15,"134,35",-11,64,"134,35",21
13/07/2022,13/07/2022,FCR,1,NEGPOS_04_08,169,73,169,33,86,169,-59,22,"1612,6",-15,489,169,-59,555,169,87,116,169,-52,15,169,-11,64,169,76
13/07/2022,13/07/2022,FCR,1,NEGPOS_08_12,"117,2",73,"117,2",37,86,"188,24",-60,22,"1384,15",-15,489,"117,2",-69,555,"117,2",70,116,"117,2",-52,15,"117,2",-11,64,"94,52",100
13/07/2022,13/07/2022,FCR,1,NEGPOS_12_16,"86,29",73,"86,29",17,86,"86,29",-59,22,"1072,38",-15,489,"86,29",28,555,"86,29",37,116,"86,29",-52,15,"86,29",-14,64,"86,29",58
13/07/2022,13/07/2022,FCR,1,NEGPOS_16_20,"78,29",73,"78,29",25,86,"141,36",-60,22,"806,32",-15,489,"78,29",58,555,"78,29",36,116,"78,29",-52,15,"78,29",-15,64,"78,29",23
13/07/2022,13/07/2022,FCR,1,NEGPOS_20_24,80,73,80,36,86,"211,84",-60,22,"1502,41",-15,489,80,23,555,80,73,116,80,-56,15,80,-15,64,80,14
14/07/2022,14/07/2022,FCR,1,NEGPOS_00_04,212,73,212,34,86,212,-59,22,"1881,52",-15,489,212,-11,555,212,91,116,212,-56,15,212,-11,64,212,27
14/07/2022,14/07/2022,FCR,1,NEGPOS_04_08,"245,16",73,"245,16",69,86,"245,16",-59,22,"1610,28",-15,489,"245,16",-22,555,"245,16",81,116,"245,16",-56,15,"245,16",-11,64,"245,16",13
14/07/2022,14/07/2022,FCR,1,NEGPOS_08_12,"279,92",73,"279,92",76,86,"279,92",-59,22,"1290,52",-15,489,"279,92",-77,555,"279,92",38,116,"279,92",-52,15,"279,92",-11,64,"86,71",100
14/07/2022,14/07/2022,FCR,1,NEGPOS_12_16,280,73,280,56,86,280,-59,22,"1610,28",-15,489,280,-59,555,280,39,116,280,-52,15,280,-10,64,"91,86",100
14/07/2022,14/07/2022,FCR,1,NEGPOS_16_20,140,73,140,40,86,140,-59,22,"1155,25",-15,489,140,-22,555,140,22,116,140,-55,15,140,-11,64,"87,57",100
14/07/2022,14/07/2022,FCR,1,NEGPOS_20_24,"133,63",73,"133,63",77,86,"133,63",-59,22,"1330,5",-15,489,"133,63",7,555,"133,63",22,116,"133,63",-59,15,"133,63",-11,64,"133,63",38
15/07/2022,15/07/2022,FCR,1,NEGPOS_00_04,245,73,245,41,86,245,-59,22,"1881,32",-15,489,245,-23,555,245,89,116,245,-59,15,245,-11,64,245,38
15/07/2022,15/07/2022,FCR,1,NEGPOS_04_08,280,73,280,67,86,280,-59,22,"1612,44",-15,489,280,-58,555,280,101,116,280,-56,15,280,-11,64,280,31
15/07/2022,15/07/2022,FCR,1,NEGPOS_08_12,162,73,162,43,86,162,-60,22,"1612,44",-15,489,162,-60,555,162,66,116,162,-54,15,162,-11,64,"89,29",100
15/07/2022,15/07/2022,FCR,1,NEGPOS_12_16,"85,86",73,"85,86",35,86,"170,28",-60,22,"1612,44",-15,489,"85,86",-37,555,"85,86",61,116,"85,86",-54,15,"85,86",-14,64,"85,86",84
15/07/2022,15/07/2022,FCR,1,NEGPOS_16_20,"81,14",73,"81,14",43,86,"88,6",-60,22,"1075,32",-15,489,"81,14",-4,555,"81,14",24,116,"81,14",-57,15,"81,14",-15,64,"81,14",84
15/07/2022,15/07/2022,FCR,1,NEGPOS_20_24,75,73,75,39,86,"106,56",-60,22,"1881,32",-15,489,75,79,555,75,38,116,75,-53,15,75,-15,64,75,-13
16/07/2022,16/07/2022,FCR,1,NEGPOS_00_04,88,73,88,39,86,88,-59,22,"1881,09",-15,489,88,27,555,88,62,116,88,-48,15,88,-14,64,88,8
16/07/2022,16/07/2022,FCR,1,NEGPOS_04_08,"334,1",73,"334,1",45,86,"334,1",-59,22,"927,11",-15,489,"334,1",-49,555,"334,1",96,116,"334,1",-45,15,"334,1",-10,64,"334,1",37
16/07/2022,16/07/2022,FCR,1,NEGPOS_08_12,"248,81",73,"248,81",41,86,"248,81",-59,22,"1236,14",-15,489,"248,81",-12,555,"248,81",35,116,"248,81",-43,15,"248,81",-10,64,"248,81",63
16/07/2022,16/07/2022,FCR,1,NEGPOS_12_16,290,73,290,35,86,"361,12",-60,22,"1330,2",-15,489,290,-5,555,290,21,116,290,-43,15,290,-10,64,290,77
16/07/2022,16/07/2022,FCR,1,NEGPOS_16_20,"189,61",73,"189,61",43,86,"189,61",-59,22,"1342,02",-15,489,"189,61",-6,555,"189,61",34,116,"189,61",-42,15,"189,61",-9,64,"189,61",54
16/07/2022,16/07/2022,FCR,1,NEGPOS_20_24,"88,43",73,"88,43",47,86,"137,08",-60,22,"1611,92",-15,489,"88,43",69,555,"88,43",-2,116,"88,43",-44,15,"88,43",-13,64,"88,43",18
17/07/2022,17/07/2022,FCR,1,NEGPOS_00_04,"58,4",73,"58,4",24,86,"108,08",-60,22,"1762,73",-15,489,"58,4",28,555,"58,4",64,116,"58,4",-50,15,"58,4",-13,64,"58,4",22
17/07/2022,17/07/2022,FCR,1,NEGPOS_04_08,"365,04",73,"365,04",21,86,"365,04",-60,22,"1074,96",-15,489,"365,04",-14,555,"365,04",76,116,"365,04",-45,15,"365,04",-10,64,"365,04",47
17/07/2022,17/07/2022,FCR,1,NEGPOS_08_12,"344,44",73,"344,44",19,86,"473,4",-57,22,"1397,29",-15,489,"344,44",-6,555,"344,44",75,116,"344,44",-43,15,"344,44",-9,64,"344,44",36
17/07/2022,17/07/2022,FCR,1,NEGPOS_12_16,"301,68",73,"301,68",19,86,"509,92",-57,22,"1604,19",-15,489,"301,68",24,555,"301,68",54,116,"301,68",-43,15,"301,68",-10,64,"301,68",28
17/07/2022,17/07/2022,FCR,1,NEGPOS_16_20,"388,89",73,"388,89",24,86,"493,16",-57,22,"1343,68",-15,489,"388,89",13,555,"388,89",81,116,"388,89",-43,15,"388,89",-9,64,"388,89",6
17/07/2022,17/07/2022,FCR,1,NEGPOS_20_24,"126,56",73,"126,56",29,86,"351,2",-60,22,"1598,82",-15,489,"126,56",48,555,"126,56",29,116,"126,56",-45,15,"126,56",-9,64,"126,56",25
18/07/2022,18/07/2022,FCR,1,NEGPOS_00_04,106,73,106,25,86,106,-60,22,"1611,64",-15,489,106,-36,555,106,136,116,106,-45,15,106,-11,64,106,6
18/07/2022,18/07/2022,FCR,1,NEGPOS_04_08,"190,52",73,"190,52",27,86,"190,52",-60,22,"1601,5",-15,489,"190,52",-25,555,"190,52",99,116,"190,52",-43,15,"190,52",-11,64,"190,52",28
18/07/2022,18/07/2022,FCR,1,NEGPOS_08_12,"110,62",73,"110,62",23,86,"280,6",-57,22,"1601,5",-15,489,"110,62",-67,555,"110,62",69,116,"110,62",-43,15,"110,62",-10,64,"92,6",100
18/07/2022,18/07/2022,FCR,1,NEGPOS_12_16,80,73,80,28,86,"270,68",-57,22,"1611,64",-15,489,80,-26,555,80,63,116,80,-41,15,80,-15,64,80,63
18/07/2022,18/07/2022,FCR,1,NEGPOS_16_20,"113,54",73,"113,54",23,86,"303,96",-57,22,"1558,44",-15,489,"113,54",0,555,"113,54",27,116,"113,54",-41,15,"113,54",-10,64,"113,54",73
18/07/2022,18/07/2022,FCR,1,NEGPOS_20_24,80,73,80,21,86,"367,68",-60,22,"1611,64",-15,489,80,49,555,80,44,116,80,-50,15,80,-14,64,80,25
19/07/2022,19/07/2022,FCR,1,NEGPOS_00_04,"93,28",73,"93,28",18,86,"263,2",-60,22,"1604,19",-15,489,"93,28",-38,555,"93,28",101,116,"93,28",-45,15,"93,28",-15,64,"93,28",54
19/07/2022,19/07/2022,FCR,1,NEGPOS_04_08,"133,12",73,"133,12",5,86,"323,24",-60,22,"1611,68",-15,489,"133,12",-44,555,"133,12",101,116,"133,12",-41,15,"133,12",-11,64,"133,12",65
19/07/2022,19/07/2022,FCR,1,NEGPOS_08_12,"105,2",73,"105,2",14,86,"307,92",-60,22,"1504,72",-15,489,"105,2",-40,555,"105,2",62,116,"105,2",-52,15,"105,2",-9,64,"93,29",100
19/07/2022,19/07/2022,FCR,1,NEGPOS_12_16,"71,4",73,"71,4",16,86,"147,28",-60,22,"1485,96",-15,489,"71,4",6,555,"71,4",66,116,"71,4",-52,15,"71,4",-14,64,"71,4",53
19/07/2022,19/07/2022,FCR,1,NEGPOS_16_20,100,73,100,19,86,"330,6",-57,22,"1611,68",-15,489,100,-47,555,100,65,116,100,-52,15,100,-13,64,81,100
19/07/2022,19/07/2022,FCR,1,NEGPOS_20_24,69,73,69,7,86,"317,28",-60,22,"1757,36",-15,489,69,28,555,69,81,116,69,-46,15,69,-15,64,69,20
20/07/2022,20/07/2022,FCR,1,NEGPOS_00_04,"110,17",-,-,-,86,"139,2",-60,22,"1496,61",-15,489,"110,17",-52,555,"110,17",112,116,"110,17",-41,15,"110,17",-11,64,"110,17",67
20/07/2022,20/07/2022,FCR,1,NEGPOS_04_08,"126,7",-,-,-,86,"133,68",-60,22,"1496,61",-15,489,"126,7",-47,555,"126,7",111,116,"126,7",-41,15,"126,7",-11,64,"126,7",63
20/07/2022,20/07/2022,FCR,1,NEGPOS_08_12,"112,11",-,-,-,86,"276,2",-58,22,"1611,68",-15,489,"112,11",-52,555,"112,11",80,116,"112,11",-47,15,"112,11",-8,64,"95,43",100
20/07/2022,20/07/2022,FCR,1,NEGPOS_12_16,"83,41",-,-,-,86,"198,64",-58,22,"1496,61",-15,489,"83,41",-1,555,"83,41",78,116,"83,41",-47,15,"83,41",-13,64,"83,41",58
20/07/2022,20/07/2022,FCR,1,NEGPOS_16_20,"112,77",-,-,-,86,"370,24",-58,22,"1343,52",-15,489,"112,77",3,555,"112,77",108,116,"112,77",-42,15,"112,77",-9,64,"112,77",13
20/07/2022,20/07/2022,FCR,1,NEGPOS_20_24,63,-,-,-,86,"326,92",-60,22,"1450,96",-15,489,63,45,555,63,75,116,63,-50,15,63,-15,64,63,20
21/07/2022,21/07/2022,FCR,1,NEGPOS_00_04,100,73,100,19,86,"196,08",-60,22,"1493,64",-15,489,100,-38,555,100,112,116,100,-45,15,100,-13,64,100,40
21/07/2022,21/07/2022,FCR,1,NEGPOS_04_08,121,73,121,15,86,"192,36",-60,22,"1880,48",-15,489,121,-35,555,121,111,116,121,-41,15,121,-11,64,121,36
21/07/2022,21/07/2022,FCR,1,NEGPOS_08_12,74,73,74,15,86,"221,88",-60,22,"1660,2",-15,489,74,46,555,74,74,116,74,-47,15,74,-14,64,74,1
21/07/2022,21/07/2022,FCR,1,NEGPOS_12_16,56,73,56,16,86,"181,08",-60,22,"1386,18",-15,489,56,76,555,56,68,116,56,-47,15,56,-13,64,56,-25
21/07/2022,21/07/2022,FCR,1,NEGPOS_16_20,40,73,40,-4,86,"230,92",-60,22,"1182,28",-15,489,40,82,555,40,77,116,40,-47,15,40,-15,64,40,-18
21/07/2022,21/07/2022,FCR,1,NEGPOS_20_24,"39,6",73,"39,6",-4,86,"284,88",-60,22,"1397,24",-15,489,"39,6",96,555,"39,6",70,116,"39,6",-51,15,"39,6",-15,64,"39,6",-21
22/07/2022,22/07/2022,FCR,1,NEGPOS_00_04,57,73,57,15,86,"141,08",-60,22,"1316,28",-15,489,57,-1,555,57,127,116,57,-51,15,57,-15,64,57,0
22/07/2022,22/07/2022,FCR,1,NEGPOS_04_08,"163,18",73,"163,18",23,86,"163,52",-60,22,"1488,21",-15,489,"163,18",-9,555,"163,18",90,116,"163,18",-46,15,"163,18",-11,64,"163,18",29
22/07/2022,22/07/2022,FCR,1,NEGPOS_08_12,32,73,32,-4,86,"255,04",-60,22,"1504,56",-15,489,32,139,555,32,35,116,32,-47,15,32,-14,64,32,-34
22/07/2022,22/07/2022,FCR,1,NEGPOS_12_16,47,73,47,10,86,"149,48",-60,22,"1316,28",-15,489,47,57,555,47,54,116,47,-47,15,47,-14,64,47,15
22/07/2022,22/07/2022,FCR,1,NEGPOS_16_20,"49,3",73,"49,3",10,86,"223,04",-60,22,"1450,84",-15,489,"49,3",79,555,"49,3",55,116,"49,3",-47,15,"49,3",-15,64,"49,3",-7
22/07/2022,22/07/2022,FCR,1,NEGPOS_20_24,"48,6",73,"48,6",6,86,"220,2",-60,22,"1504,56",-15,489,"48,6",61,555,"48,6",52,116,"48,6",-46,15,"48,6",-15,64,"48,6",17
23/07/2022,23/07/2022,FCR,1,NEGPOS_00_04,52,73,52,16,86,52,-59,22,"1450,2",-15,489,52,44,555,52,88,116,52,-53,15,52,-15,64,52,-6
23/07/2022,23/07/2022,FCR,1,NEGPOS_04_08,95,73,95,15,86,95,-59,22,"1488,33",-15,489,95,-22,555,95,126,116,95,-48,15,95,-15,64,95,18
23/07/2022,23/07/2022,FCR,1,NEGPOS_08_12,75,73,75,17,86,75,-60,22,"1321,76",-15,489,75,3,555,75,55,116,75,-49,15,75,-15,64,75,64
23/07/2022,23/07/2022,FCR,1,NEGPOS_12_16,"79,86",73,"79,86",8,86,"194,76",-60,22,"1045,05",-15,489,"79,86",1,555,"79,86",55,116,"79,86",-48,15,"79,86",-13,64,"79,86",72
23/07/2022,23/07/2022,FCR,1,NEGPOS_16_20,"78,3",73,"78,3",27,86,"112,16",-60,22,"1327,14",-15,489,"78,3",20,555,"78,3",53,116,"78,3",-53,15,"78,3",-15,64,"78,3",43
23/07/2022,23/07/2022,FCR,1,NEGPOS_20_24,25,73,25,7,86,"148,24",-60,22,"1450,2",-15,489,25,133,555,25,25,116,25,-59,15,25,-15,64,25,-16
24/07/2022,24/07/2022,FCR,1,NEGPOS_00_04,"55,6",73,"55,6",13,86,"60,56",-60,22,"1450,2",-15,489,"55,6",40,555,"55,6",88,116,"55,6",-53,15,"55,6",-15,64,"55,6",2
24/07/2022,24/07/2022,FCR,1,NEGPOS_04_08,60,73,60,23,86,60,-59,22,"1450,2",-15,489,60,21,555,60,118,116,60,-41,15,60,-15,64,60,-32
24/07/2022,24/07/2022,FCR,1,NEGPOS_08_12,"103,2",73,"103,2",33,86,"180,08",-60,22,"912,88",-15,489,"103,2",15,555,"103,2",55,116,"103,2",-41,15,"103,2",-10,64,"103,2",23
24/07/2022,24/07/2022,FCR,1,NEGPOS_12_16,"87,2",73,"87,2",28,86,"261,64",-60,22,"1045,09",-15,489,"87,2",36,555,"87,2",51,116,"87,2",-41,15,"87,2",-14,64,"87,2",15
24/07/2022,24/07/2022,FCR,1,NEGPOS_16_20,"109,84",73,"109,84",28,86,"175,56",-60,22,"1171,37",-15,489,"109,84",49,555,"109,84",49,116,"109,84",-41,15,"109,84",-11,64,"109,84",1
24/07/2022,24/07/2022,FCR,1,NEGPOS_20_24,20,73,20,-4,86,288,-60,22,"1450,2",-15,489,20,124,555,20,38,116,20,-56,15,20,-15,64,20,-12
25/07/2022,25/07/2022,FCR,1,NEGPOS_00_04,"55,6",73,"55,6",15,86,"55,6",-59,22,"1450,24",-15,489,"55,6",5,555,"55,6",99,116,"55,6",-45,15,"55,6",-15,64,"55,6",15
25/07/2022,25/07/2022,FCR,1,NEGPOS_04_08,"111,78",73,"111,78",17,86,"111,78",-59,22,"1450,24",-15,489,"111,78",-18,555,"111,78",98,116,"111,78",-45,15,"111,78",-11,64,"111,78",33
25/07/2022,25/07/2022,FCR,1,NEGPOS_08_12,40,73,40,2,86,"138,92",-60,22,"1450,24",-15,489,40,84,555,40,61,116,40,-52,15,40,-14,64,40,-6
25/07/2022,25/07/2022,FCR,1,NEGPOS_12_16,"32,5",73,"32,5",8,86,"147,6",-60,22,"1450,24",-15,489,"32,5",99,555,"32,5",45,116,"32,5",-53,15,"32,5",-14,64,"32,5",-10
25/07/2022,25/07/2022,FCR,1,NEGPOS_16_20,66,73,66,22,86,"89,6",-60,22,"1450,24",-15,489,66,-2,555,66,63,116,66,-46,15,66,-15,64,66,53
25/07/2022,25/07/2022,FCR,1,NEGPOS_20_24,48,73,48,-4,86,"103,44",-60,22,"1450,24",-15,489,48,78,555,48,62,116,48,-46,15,48,-15,64,48,0
26/07/2022,26/07/2022,FCR,1,NEGPOS_00_04,70,73,70,13,86,70,-58,22,"1450,24",-15,489,70,-21,555,70,119,116,70,-41,15,70,-15,64,70,18
26/07/2022,26/07/2022,FCR,1,NEGPOS_04_08,"125,78",73,"125,78",13,86,"125,78",-58,22,"1450,24",-15,489,"125,78",-65,555,"125,78",133,116,"125,78",-41,15,"125,78",-11,64,"125,78",44
26/07/2022,26/07/2022,FCR,1,NEGPOS_08_12,48,73,48,8,86,"164,32",-60,22,"1063,9",-15,489,48,63,555,48,64,116,48,-46,15,48,-14,64,48,0
26/07/2022,26/07/2022,FCR,1,NEGPOS_12_16,25,73,25,10,86,"47,6",-60,22,"1045,09",-15,489,25,105,555,25,37,116,25,-52,15,25,-15,64,25,-10
26/07/2022,26/07/2022,FCR,1,NEGPOS_16_20,"107,31",73,"107,31",31,86,"169,08",-60,22,"1010,17",-15,489,"107,31",-19,555,"107,31",67,116,"107,31",-44,15,"107,31",-11,64,"107,31",51
26/07/2022,26/07/2022,FCR,1,NEGPOS_20_24,68,73,68,6,86,"184,24",-60,22,"1152,56",-15,489,68,47,555,68,62,116,68,-53,15,68,-15,64,68,28
27/07/2022,27/07/2022,FCR,1,NEGPOS_00_04,60,73,60,8,86,"91,16",-60,22,"883,83",-15,489,60,-7,555,60,117,116,60,-45,15,60,-15,64,60,17
27/07/2022,27/07/2022,FCR,1,NEGPOS_04_08,"127,56",73,"127,56",8,86,"145,72",-60,22,"1015,46",-15,489,"127,56",-62,555,"127,56",129,116,"127,56",-45,15,"127,56",-11,64,"127,56",56
27/07/2022,27/07/2022,FCR,1,NEGPOS_08_12,20,73,20,1,86,"186,88",-60,22,"883,83",-15,489,20,145,555,20,31,116,20,-52,15,20,-15,64,20,-35
27/07/2022,27/07/2022,FCR,1,NEGPOS_12_16,"32,5",73,"32,5",12,86,"135,24",-60,22,"883,83",-15,489,"32,5",33,555,"32,5",59,116,"32,5",-52,15,"32,5",-14,64,"32,5",37
27/07/2022,27/07/2022,FCR,1,NEGPOS_16_20,"83,71",73,"83,71",17,86,"214,88",-60,22,"1611,48",-15,489,"83,71",-27,555,"83,71",74,116,"83,71",-41,15,"83,71",-15,64,"83,71",67
27/07/2022,27/07/2022,FCR,1,NEGPOS_20_24,"32,5",73,"32,5",-9,86,"236,52",-60,22,"1611,48",-15,489,"32,5",90,555,"32,5",57,116,"32,5",-52,15,"32,5",-15,64,"32,5",4
28/07/2022,28/07/2022,FCR,1,NEGPOS_00_04,76,73,76,14,86,"90,16",-60,22,"1611,76",-15,489,76,-25,555,76,127,116,76,-46,15,76,-15,64,76,21
28/07/2022,28/07/2022,FCR,1,NEGPOS_04_08,113,73,113,14,86,"134,76",-60,22,"1611,76",-15,489,113,-42,555,113,107,116,113,-41,15,113,-11,64,113,48
28/07/2022,28/07/2022,FCR,1,NEGPOS_08_12,"32,5",73,"32,5",-4,86,"129,24",-60,22,"1558,11",-15,489,"32,5",53,555,"32,5",54,116,"32,5",-55,15,"32,5",-14,64,"32,5",41
28/07/2022,28/07/2022,FCR,1,NEGPOS_12_16,32,73,32,6,86,"74,88",-60,22,"1611,76",-15,489,32,81,555,32,52,116,32,-52,15,32,-14,64,32,2
28/07/2022,28/07/2022,FCR,1,NEGPOS_16_20,"26,9",73,"26,9",-4,86,"231,36",-60,22,"1611,76",-15,489,"26,9",111,555,"26,9",53,116,"26,9",-52,15,"26,9",-15,64,"26,9",-18
28/07/2022,28/07/2022,FCR,1,NEGPOS_20_24,"49,2",73,"49,2",2,86,"211,64",-60,22,"1611,76",-15,489,"49,2",57,555,"49,2",71,116,"49,2",-46,15,"49,2",-15,64,"49,2",6
29/07/2022,29/07/2022,FCR,1,NEGPOS_00_04,"172,6",73,"172,6",28,86,"172,6",-58,22,"1708,62",-15,489,"172,6",-45,555,"172,6",104,116,"172,6",-41,15,"172,6",-11,64,"172,6",38
29/07/2022,29/07/2022,FCR,1,NEGPOS_04_08,"145,49",73,"145,49",28,86,"180,68",-60,22,"1880,56",-15,489,"145,49",-45,555,"145,49",104,116,"145,49",-41,15,"145,49",-11,64,"145,49",40
29/07/2022,29/07/2022,FCR,1,NEGPOS_08_12,"23,5",73,"23,5",-6,86,"250,76",-60,22,"1611,76",-15,489,"23,5",71,555,"23,5",29,116,"23,5",-52,15,"23,5",-15,64,"23,5",48
29/07/2022,29/07/2022,FCR,1,NEGPOS_12_16,"55,6",73,"55,6",30,86,"152,16",-60,22,"1601,16",-15,489,"55,6",-13,555,"55,6",66,116,"55,6",-46,15,"55,6",-14,64,"55,6",52
29/07/2022,29/07/2022,FCR,1,NEGPOS_16_20,40,73,40,4,86,"253,48",-60,22,"1611,56",-15,489,40,23,555,40,61,116,40,-52,15,40,-15,64,40,54
29/07/2022,29/07/2022,FCR,1,NEGPOS_20_24,45,73,45,-8,86,"268,56",-60,22,"1611,56",-15,489,45,61,555,45,70,116,45,-56,15,45,-15,64,45,23
30/07/2022,30/07/2022,FCR,1,NEGPOS_00_04,54,73,54,-10,86,"128,12",-60,22,"1343,44",-15,489,54,36,555,54,108,116,54,-50,15,54,-15,64,54,6
30/07/2022,30/07/2022,FCR,1,NEGPOS_04_08,120,73,120,-10,86,120,-59,22,"1343,44",-15,489,120,-36,555,120,132,116,120,-45,15,120,-12,64,120,47
30/07/2022,30/07/2022,FCR,1,NEGPOS_08_12,"153,6",73,"153,6",-6,86,"153,6",-60,22,"1343,44",-15,489,"153,6",-48,555,"153,6",130,116,"153,6",-41,15,"153,6",-12,64,"153,6",52
30/07/2022,30/07/2022,FCR,1,NEGPOS_12_16,140,73,140,-14,86,140,-60,22,"1074,72",-15,489,140,-15,555,140,94,116,140,-41,15,140,-11,64,140,62
30/07/2022,30/07/2022,FCR,1,NEGPOS_16_20,124,73,124,-4,86,124,-60,22,"1611,6",-15,489,124,-5,555,124,93,116,124,-48,15,124,-12,64,124,51
30/07/2022,30/07/2022,FCR,1,NEGPOS_20_24,48,73,48,-9,86,"207,28",-60,22,"1611,6",-15,489,48,85,555,48,59,116,48,-53,15,48,-15,64,48,8
31/07/2022,31/07/2022,FCR,1,NEGPOS_00_04,37,73,37,8,86,"279,96",-58,22,"1504,61",-15,489,37,74,555,37,66,116,37,-56,15,37,-14,64,37,-5
31/07/2022,31/07/2022,FCR,1,NEGPOS_04_08,54,73,54,12,86,"359,44",-58,22,"1343,44",-15,489,54,2,555,54,115,116,54,-45,15,54,-14,64,54,3
31/07/2022,31/07/2022,FCR,1,NEGPOS_08_12,"112,22",73,"112,22",20,86,"350,56",-60,22,"1128,48",-15,489,"112,22",-26,555,"112,22",103,116,"112,22",-41,15,"112,22",-11,64,"112,22",30
31/07/2022,31/07/2022,FCR,1,NEGPOS_12_16,84,73,84,20,86,"228,8",-60,22,"1021,04",-15,489,84,-12,555,84,96,116,84,-41,15,84,-14,64,84,26
31/07/2022,31/07/2022,FCR,1,NEGPOS_16_20,65,73,65,20,86,"343,4",-60,22,"1504,61",-15,489,65,33,555,65,60,116,65,-41,15,65,-15,64,65,18
31/07/2022,31/07/2022,FCR,1,NEGPOS_20_24,39,73,39,2,86,"549,8",-58,22,"1612,08",-15,489,39,105,555,39,51,116,39,-56,15,39,-15,64,39,-14
01/08/2022,01/08/2022,FCR,1,NEGPOS_00_04,45,73,45,12,86,"93,96",-60,22,"1547,6",-15,489,45,5,555,45,133,116,45,-53,15,45,-15,64,45,-7
01/08/2022,01/08/2022,FCR,1,NEGPOS_04_08,"125,57",73,"125,57",28,86,"186,08",-60,22,"1746,42",-15,489,"125,57",-4,555,"125,57",96,116,"125,57",-45,15,"125,57",-11,64,"125,57",14
01/08/2022,01/08/2022,FCR,1,NEGPOS_08_12,"98,75",73,"98,75",36,86,"272,76",-60,22,"1531,48",-15,489,"98,75",-10,555,"98,75",57,116,"98,75",-41,15,"98,75",-15,64,"98,75",48
01/08/2022,01/08/2022,FCR,1,NEGPOS_12_16,52,73,52,17,86,"159,96",-60,22,"1074,04",-15,489,52,20,555,52,93,116,52,-41,15,52,-14,64,52,4
01/08/2022,01/08/2022,FCR,1,NEGPOS_16_20,130,73,130,33,86,"317,8",-60,22,"1504,61",-15,489,130,2,555,130,71,116,130,-41,15,130,-11,64,130,21
01/08/2022,01/08/2022,FCR,1,NEGPOS_20_24,25,73,25,-1,86,"353,12",-60,22,"1611,32",-15,489,11,146,555,25,41,116,25,-56,15,25,-15,64,25,-40
02/08/2022,02/08/2022,FCR,1,NEGPOS_00_04,49,73,49,19,86,"290,84",-60,22,"1716,87",-15,489,49,9,555,49,118,116,49,-50,15,49,-15,64,49,5
02/08/2022,02/08/2022,FCR,1,NEGPOS_04_08,86,73,86,30,86,328,-60,22,"1824,34",-15,489,86,-1,555,86,97,116,86,-45,15,86,-15,64,86,9
02/08/2022,02/08/2022,FCR,1,NEGPOS_08_12,78,73,78,38,86,"205,4",-60,22,"1611,32",-15,489,78,-6,555,78,63,116,78,-41,15,78,-15,64,78,36
02/08/2022,02/08/2022,FCR,1,NEGPOS_12_16,"118,03",73,"118,03",30,86,"118,03",-59,22,"1286,98",-15,489,"118,03",-13,555,"118,03",68,116,"118,03",-41,15,"118,03",-12,64,"118,03",44
02/08/2022,02/08/2022,FCR,1,NEGPOS_16_20,126,73,126,34,86,"202,56",-60,22,"1566,4",-15,489,126,-14,555,126,76,116,126,-41,15,126,-13,64,126,33
02/08/2022,02/08/2022,FCR,1,NEGPOS_20_24,"27,5",73,"27,5",-1,86,"263,36",-60,22,"1770,6",-15,489,"27,5",144,555,"27,5",30,116,"27,5",-52,15,"27,5",-15,64,"27,5",-31
03/08/2022,03/08/2022,FCR,1,NEGPOS_00_04,49,73,49,33,86,"168,2",-60,22,"1482,74",-15,489,49,14,555,49,106,116,49,-46,15,49,-15,64,49,-14
03/08/2022,03/08/2022,FCR,1,NEGPOS_04_08,"70,16",73,"70,16",42,86,"260,6",-60,22,"1600,92",-15,489,"70,16",-30,555,"70,16",134,116,"70,16",-41,15,"70,16",-15,64,"70,16",-15
